Tension,Alpha,Beta,Wv,Cv,Ytp1,V,Initial_heel_angle
90,45,-65,10.288,1.543,0.6,-1.029,15.787
90,45,-65,18.004,-0.514,0.6,1.029,12.623
90,45,-55,-20.576,-2.058,1.75,-1.543,5.167
90,45,-55,-18.004,0.514,1.75,0.514,5.55
90,45,-55,-10.288,-1.543,0.6,-2.058,8.787
90,45,-55,-5.144,1.029,0.6,0,9.749
90,45,-55,5.144,-1.029,-0.65,2.058,3.307
90,45,-55,10.288,2.058,1.75,-0.514,15.034
90,45,-55,18.004,0,1.75,1.543,11.915
90,45,-45,-20.576,-2.058,0.6,-1.029,2.507
90,45,-45,-18.004,0.514,-0.65,1.029,2.162
90,45,-45,-10.288,-1.029,1.75,-1.543,7.909
90,45,-45,-5.144,1.543,1.75,0.514,8.925
90,45,-45,5.144,-0.514,0.6,-2.058,9.67
90,45,-45,10.288,2.058,-0.65,0,10.232
90,45,-45,18.004,0.514,1.75,2.058,10.582
90,45,-35,-20.576,-1.543,1.75,-0.514,1.61
90,45,-35,-18.004,1.029,0.6,1.543,1.361
90,45,-35,-10.288,-1.029,-0.65,-1.029,3.945
90,45,-35,-5.144,2.058,1.75,1.029,7.127
90,45,-35,5.144,0,1.75,-1.543,8.925
90,45,-35,15.432,-2.058,0.6,0.514,5.099
90,45,-35,18.004,0.514,-0.65,-2.058,13.562
90,45,-25,-20.576,-1.029,1.75,0,-0.174
90,45,-25,-18.004,1.543,1.75,2.058,0.477
90,45,-25,-10.288,-0.514,0.6,-0.514,3.274
90,45,-25,-5.144,2.058,0.6,1.543,4.009
90,45,-25,5.144,0.514,1.75,-1.029,7.135
90,45,-25,15.432,-1.543,1.75,1.029,4.263
90,45,-25,18.004,1.029,0.6,-1.543,12.808
90,45,-15,-20.576,-1.029,0.6,0.514,-3.55
90,45,-15,-18.004,2.058,1.75,-2.058,9.969
90,45,-15,-10.288,0,1.75,0,2.481
90,45,-15,0,-2.058,1.75,2.058,-5.215
90,45,-15,5.144,0.514,0.6,-0.514,3.744
90,45,-15,15.432,-1.543,-0.65,1.543,-0.843
90,45,-15,18.004,1.543,1.75,-1.029,11.868
90,45,-5,-20.576,-0.514,1.75,1.029,-4.52
90,45,-5,-18.004,2.058,0.6,-1.543,4.882
90,45,-5,-10.288,0,-0.65,0.514,-1.178
90,45,-5,0,-1.543,1.75,-2.058,2.305
90,45,-5,5.144,1.029,1.75,0,2.977
90,45,-5,15.432,-1.029,0.6,2.058,-1.617
90,45,-5,18.004,1.543,-0.65,-0.514,6.553
90,50,-85,-18.004,-1.543,1.75,1.543,1.52
90,50,-85,-15.432,1.029,0.6,-1.029,11.155
90,50,-85,-5.144,-1.029,0.6,1.029,8.51
90,50,-85,10.288,0,1.75,0.514,12.622
90,50,-85,18.004,-2.058,0.6,-2.058,16.846
90,50,-85,20.576,0.514,0.6,0,17.735
90,50,-75,-18.004,-1.543,-0.65,2.058,-0.739
90,50,-75,-15.432,1.543,1.75,-0.514,10.906
90,50,-75,-5.144,-0.514,1.75,1.543,8.321
90,50,-75,0,2.058,0.6,-1.029,16.983
90,50,-75,10.288,0,-0.65,1.029,11.377
90,50,-75,18.004,-1.543,1.75,-1.543,16.499
90,50,-75,20.576,1.029,1.75,0.514,17.223
90,50,-65,-18.004,-1.029,0.6,-2.058,8.038
90,50,-65,-15.432,1.543,-0.65,0,8.832
90,50,-65,-5.144,0,1.75,2.058,7.718
90,50,-65,5.144,-2.058,1.75,-0.514,9.85
90,50,-65,10.288,0.514,0.6,1.543,10.985
90,50,-65,18.004,-1.543,-0.65,-1.029,14.689
90,50,-65,20.576,1.543,1.75,1.029,15.934
90,50,-55,-18.004,-0.514,1.75,-1.543,7.216
90,50,-55,-15.432,2.058,0.6,0.514,7.842
90,50,-55,-5.144,0,-0.65,-2.058,10.846
90,50,-55,5.144,-1.543,1.75,0,9.031
90,50,-55,10.288,1.029,1.75,2.058,10.309
90,50,-55,18.004,-1.029,0.6,-0.514,13.775
90,50,-55,20.576,1.543,0.6,1.543,14.158
90,50,-45,-18.004,0,1.75,-1.029,5.84
90,50,-45,-10.288,-2.058,1.75,1.029,2.05
90,50,-45,-5.144,0.514,0.6,-1.543,10.12
90,50,-45,5.144,-1.543,0.6,0.514,5.796
90,50,-45,18.004,-0.514,1.75,0,12.796
90,50,-45,20.576,2.058,1.75,2.058,13.175
90,50,-35,-18.004,0,0.6,-0.514,2.684
90,50,-35,-10.288,-2.058,-0.65,1.543,-3.118
90,50,-35,-5.144,1.029,1.75,-1.029,9.314
90,50,-35,5.144,-1.029,1.75,1.029,4.973
90,50,-35,10.288,1.543,0.6,-1.543,13.277
90,50,-35,18.004,-0.514,-0.65,0.514,8.385
90,50,-25,-20.576,-2.058,1.75,-2.058,1.34
90,50,-25,-18.004,0.514,1.75,0,1.696
90,50,-25,-10.288,-1.543,0.6,2.058,-4.021
90,50,-25,-5.144,1.029,-0.65,-0.514,4.615
90,50,-25,5.144,-0.514,1.75,1.543,3.273
90,50,-25,10.288,2.058,1.75,-1.029,12.367
90,50,-25,18.004,0,0.6,1.029,7.468
90,50,-15,-20.576,-2.058,-0.65,-1.543,-2.289
90,50,-15,-18.004,1.029,1.75,0.514,-0.136
90,50,-15,-10.288,-1.029,1.75,-2.058,3.468
90,50,-15,-5.144,1.543,0.6,0,3.821
90,50,-15,5.144,-0.514,0.6,2.058,-0.439
90,50,-15,15.432,-2.058,1.75,-0.514,5.467
90,50,-15,18.004,0.514,1.75,1.543,6.4
90,50,-5,-20.576,-1.543,0.6,-1.029,-3.302
90,50,-5,-18.004,1.029,0.6,1.029,-2.93
90,50,-5,-10.288,-0.514,1.75,-1.543,1.701
90,50,-5,-5.144,2.058,1.75,0.514,2.906
90,50,-5,5.144,0,0.6,-2.058,4.048
90,50,-5,15.432,-2.058,0.6,0,1.779
90,50,-5,18.004,0.514,-0.65,2.058,2.052
90,55,-85,-20.576,2.058,1.75,-0.514,10.468
90,55,-85,-15.432,0,0.6,1.543,6.623
90,55,-85,-5.144,-2.058,-0.65,-1.029,10.552
90,55,-85,0,1.029,1.75,1.029,11.787
90,55,-85,10.288,-1.029,1.75,-1.543,13.703
90,55,-85,15.432,1.543,0.6,0.514,14.914
90,55,-75,-18.004,-2.058,1.75,0,4.993
90,55,-75,-15.432,0.514,1.75,2.058,6.255
90,55,-75,-5.144,-1.543,0.6,-0.514,10.448
90,55,-75,0,1.029,0.6,1.543,11.131
90,55,-75,10.288,-0.514,1.75,-1.029,13.281
90,55,-75,15.432,2.058,1.75,1.029,14.728
90,55,-65,-18.004,-2.058,0.6,0.514,2.911
90,55,-65,-15.432,1.029,1.75,-2.058,14.103
90,55,-65,-5.144,-1.029,1.75,0,10.033
90,55,-65,0,1.543,1.75,2.058,10.768
90,55,-65,10.288,-0.514,0.6,-0.514,12.233
90,55,-65,15.432,2.058,-0.65,1.543,13.076
90,55,-55,-18.004,-1.543,1.75,1.029,1.999
90,55,-55,-15.432,1.029,0.6,-1.543,11.124
90,55,-55,-5.144,-1.029,-0.65,0.514,7.104
90,55,-55,10.288,0,1.75,0,11.511
90,55,-55,18.004,-2.058,0.6,2.058,3.568
90,55,-55,20.576,0.514,-0.65,-0.514,14.862
90,55,-45,-18.004,-1.029,1.75,1.543,0.653
90,55,-45,-15.432,1.543,1.75,-1.029,10.086
90,55,-45,-5.144,-0.514,0.6,1.029,6.231
90,55,-45,0,2.058,-0.65,-1.543,14.317
90,55,-45,10.288,0.514,1.75,0.514,10.153
90,55,-45,18.004,-1.543,1.75,-2.058,14.145
90,55,-45,20.576,1.029,0.6,0,13.911
90,55,-35,-18.004,-1.029,0.6,2.058,-3.422
90,55,-35,-15.432,2.058,1.75,-0.514,8.119
90,55,-35,-5.144,0,1.75,1.543,5.282
90,55,-35,5.144,-2.058,0.6,-1.029,6.208
90,55,-35,10.288,0.514,0.6,1.029,7.242
90,55,-35,18.004,-1.029,1.75,-1.543,12.154
90,55,-35,20.576,1.543,1.75,0.514,12.854
90,55,-25,-18.004,-0.514,0.6,-2.058,2.882
90,55,-25,-15.432,2.058,0.6,0,4.052
90,55,-25,-5.144,0,-0.65,2.058,0.988
90,55,-25,5.144,-1.543,1.75,-0.514,5.217
90,55,-25,10.288,1.029,1.75,1.543,6.2
90,55,-25,18.004,-1.029,0.6,-1.029,9.106
90,55,-25,20.576,1.543,-0.65,1.029,8.589
90,55,-15,-18.004,0,1.75,-1.543,1.743
90,55,-15,-10.288,-2.058,1.75,0.514,-1.146
90,55,-15,-5.144,0.514,0.6,-2.058,6.367
90,55,-15,5.144,-1.543,-0.65,0,1.196
90,55,-15,10.288,1.543,1.75,2.058,4.325
90,55,-15,18.004,-0.514,1.75,-0.514,7.856
90,55,-15,20.576,2.058,0.6,1.543,7.437
90,55,-5,-18.004,0,-0.65,-1.029,-2.316
90,55,-5,-10.288,-1.543,1.75,1.029,-2.974
90,55,-5,-5.144,1.029,1.75,-1.543,5.291
90,55,-5,5.144,-1.029,0.6,0.514,0.235
90,55,-5,10.288,1.543,-0.65,-2.058,9.28
90,55,-5,18.004,0,1.75,0,5.77
90,60,-85,-20.576,1.029,1.75,2.058,4.807
90,60,-85,-15.432,-1.029,0.6,-0.514,8.754
90,60,-85,-10.288,1.543,-0.65,1.543,9.729
90,60,-85,0,0,1.75,-1.029,12.554
90,60,-85,10.288,-2.058,1.75,1.029,7.539
90,60,-85,20.576,-1.543,-0.65,0.514,14.008
90,60,-75,-20.576,1.543,1.75,-2.058,14.677
90,60,-75,-15.432,-0.514,1.75,0,8.438
90,60,-75,-10.288,2.058,0.6,2.058,9.503
90,60,-75,0,0,-0.65,-0.514,11.325
90,60,-75,10.288,-1.543,1.75,1.543,7.125
90,60,-75,20.576,-1.029,0.6,1.029,13.782
90,60,-65,-20.576,1.543,-0.65,-1.543,11.455
90,60,-65,-15.432,0,1.75,0.514,7.646
90,60,-65,-5.144,-2.058,1.75,-2.058,10.938
90,60,-65,0,0.514,0.6,0,11.005
90,60,-65,10.288,-1.543,0.6,2.058,4.442
90,60,-65,15.432,1.543,1.75,-0.514,17.673
90,60,-65,20.576,-0.514,1.75,1.543,13.23
90,60,-55,-20.576,2.058,0.6,-1.029,10.451
90,60,-55,-15.432,0,0.6,1.029,5.874
90,60,-55,-5.144,-1.543,1.75,-1.543,10.045
90,60,-55,0,1.029,1.75,0.514,10.358
90,60,-55,10.288,-1.029,0.6,-2.058,12.366
90,60,-55,15.432,1.543,0.6,0,14.154
90,60,-55,20.576,-0.514,-0.65,2.058,9.535
90,60,-45,-18.004,-2.058,1.75,-0.514,3.78
90,60,-45,-15.432,0.514,1.75,1.543,4.715
90,60,-45,-5.144,-1.543,0.6,-1.029,7.769
90,60,-45,0,1.029,-0.65,1.029,7.27
90,60,-45,10.288,-0.514,1.75,-1.543,11.325
90,60,-45,15.432,2.058,1.75,0.514,13.113
90,60,-45,20.576,0,0.6,-2.058,18.436
90,60,-35,-18.004,-2.058,-0.65,0,-0.354
90,60,-35,-15.432,1.029,1.75,2.058,2.844
90,60,-35,-5.144,-1.029,1.75,-0.514,6.741
90,60,-35,0,1.543,0.6,1.543,6.381
90,60,-35,10.288,-0.514,-0.65,-1.029,7.336
90,60,-35,18.004,-2.058,1.75,1.029,5.411
90,60,-35,20.576,0.514,1.75,-1.543,15.951
90,60,-25,-18.004,-1.543,0.6,0.514,-1.53
90,60,-25,-15.432,1.029,-0.65,-2.058,6.956
90,60,-25,-5.144,-0.514,1.75,0,4.905
90,60,-25,0,2.058,1.75,2.058,5.322
90,60,-25,10.288,0,0.6,-0.514,6.243
90,60,-25,18.004,-2.058,0.6,1.543,1.015
90,60,-25,20.576,1.029,1.75,-1.029,13.632
90,60,-15,-18.004,-1.029,1.75,1.029,-2.843
90,60,-15,-15.432,1.543,0.6,-1.543,5.75
90,60,-15,-5.144,-0.514,0.6,0.514,2.008
90,60,-15,5.144,-2.058,1.75,-2.058,4.206
90,60,-15,10.288,0.514,1.75,0,4.997
90,60,-15,18.004,-1.543,1.75,2.058,-0.241
90,60,-15,20.576,1.029,0.6,-0.514,9.711
90,60,-5,-18.004,-1.029,-0.65,1.543,-7.526
90,60,-5,-15.432,2.058,1.75,-1.029,4.414
90,60,-5,-5.144,0,1.75,1.029,0.829
90,60,-5,5.144,-2.058,0.6,-1.543,1.57
90,60,-5,10.288,0.514,-0.65,0.514,1.613
90,60,-5,18.004,-1.029,1.75,-2.058,7.211
90,60,-5,20.576,1.543,1.75,0,8.223
110,20,-85,-20.576,0,0.6,0,5.134
110,20,-85,-15.432,-2.058,0.6,2.058,-2.267
110,20,-85,-10.288,1.029,1.75,-0.514,10.527
110,20,-85,0,-1.029,1.75,1.543,6.676
110,20,-85,5.144,1.543,0.6,-1.029,14.328
110,20,-85,15.432,-0.514,0.6,1.029,11.504
110,20,-85,20.576,-2.058,1.75,-1.543,16.618
110,20,-75,-20.576,0.514,1.75,0.514,4.796
110,20,-75,-15.432,-1.543,0.6,-2.058,8.104
110,20,-75,-10.288,1.029,0.6,0,9.441
110,20,-75,0,-1.029,-0.65,2.058,4.847
110,20,-75,5.144,2.058,1.75,-0.514,14.251
110,20,-75,15.432,0,1.75,1.543,11.299
110,20,-75,20.576,-2.058,0.6,-1.029,15.26
110,20,-65,-20.576,0.514,-0.65,1.029,4.068
110,20,-65,-15.432,-1.029,1.75,-1.543,7.736
110,20,-65,-10.288,1.543,1.75,0.514,9.123
110,20,-65,0,-0.514,0.6,-2.058,11.245
110,20,-65,5.144,2.058,-0.65,0,12.405
110,20,-65,15.432,0.514,1.75,2.058,10.857
110,20,-65,20.576,-1.543,1.75,-0.514,14.807
110,20,-55,-20.576,1.029,0.6,1.543,3.114
110,20,-55,-15.432,-1.029,-0.65,-1.029,4.929
110,20,-55,-10.288,2.058,1.75,1.029,8.585
110,20,-55,0,0,1.75,-1.543,10.925
110,20,-55,10.288,-2.058,0.6,0.514,6.644
110,20,-55,15.432,0.514,-0.65,-2.058,14.719
110,20,-55,20.576,-1.029,1.75,0,14.144
110,20,-45,-20.576,1.543,1.75,2.058,2.396
110,20,-45,-15.432,-0.514,0.6,-0.514,4.438
110,20,-45,-10.288,2.058,0.6,1.543,5.556
110,20,-45,0,0.514,1.75,-1.029,10.011
110,20,-45,10.288,-1.543,1.75,1.029,6.071
110,20,-45,15.432,1.029,0.6,-1.543,14.249
110,20,-45,20.576,-1.029,0.6,0.514,10.736
110,20,-35,-20.576,2.058,1.75,-2.058,12.159
110,20,-35,-15.432,0,1.75,0,4.144
110,20,-35,-5.144,-2.058,1.75,2.058,-2.471
110,20,-35,0,0.514,0.6,-0.514,6.045
110,20,-35,10.288,-1.543,-0.65,1.543,-0.145
110,20,-35,15.432,1.543,1.75,-1.029,13.961
110,20,-35,20.576,-0.514,1.75,1.029,10.396
110,20,-25,-20.576,2.058,0.6,-1.543,6.665
110,20,-25,-15.432,0,-0.65,0.514,-0.555
110,20,-25,-5.144,-1.543,1.75,-2.058,5.54
110,20,-25,0,1.029,1.75,0,6.082
110,20,-25,10.288,-1.029,0.6,2.058,-0.1
110,20,-25,15.432,1.543,-0.65,-0.514,7.735
110,20,-25,20.576,0,1.75,1.543,8.633
110,20,-15,-15.432,0.514,0.6,1.029,-0.535
110,20,-15,-5.144,-1.543,-0.65,-1.543,0.988
110,20,-15,0,1.543,1.75,0.514,4.681
110,20,-15,10.288,-0.514,1.75,-2.058,7.236
110,20,-15,15.432,2.058,0.6,0,7.785
110,20,-15,20.576,0,0.6,2.058,4.45
110,20,-5,-18.004,-1.543,1.75,-0.514,-1.221
110,20,-5,-15.432,1.029,1.75,1.543,-0.615
110,20,-5,-5.144,-1.029,0.6,-1.029,1.182
110,20,-5,0,1.543,0.6,1.029,1.498
110,20,-5,10.288,0,1.75,-1.543,5.69
110,20,-5,18.004,-2.058,1.75,0.514,2.89
110,20,-5,20.576,0.514,0.6,-2.058,11.094
110,25,-85,-20.576,-1.029,0.6,-2.058,7.487
110,25,-85,-18.004,1.543,-0.65,0,8.343
110,25,-85,-10.288,0,1.75,2.058,6.986
110,25,-85,0,-2.058,1.75,-0.514,9.924
110,25,-85,5.144,0.514,0.6,1.543,10.688
110,25,-85,15.432,-1.543,-0.65,-1.029,14.048
110,25,-85,18.004,1.543,1.75,1.029,14.903
110,25,-75,-20.576,-0.514,1.75,-1.543,7.167
110,25,-75,-18.004,2.058,0.6,0.514,8.053
110,25,-75,-10.288,0,-0.65,-2.058,12.283
110,25,-75,0,-1.543,1.75,0,9.749
110,25,-75,5.144,1.029,1.75,2.058,10.603
110,25,-75,15.432,-1.029,0.6,-0.514,13.863
110,25,-75,18.004,1.543,0.6,1.543,14.207
110,25,-65,-20.576,0,1.75,-1.029,6.591
110,25,-65,-15.432,-2.058,1.75,1.029,2.255
110,25,-65,-10.288,0.514,0.6,-1.543,12.007
110,25,-65,0,-1.543,0.6,0.514,8.281
110,25,-65,15.432,-0.514,1.75,0,13.495
110,25,-65,18.004,2.058,1.75,2.058,13.831
110,25,-55,-20.576,0,0.6,-0.514,5.019
110,25,-55,-15.432,-2.058,-0.65,1.543,-1.981
110,25,-55,-10.288,1.029,1.75,-1.029,11.533
110,25,-55,0,-1.029,1.75,1.029,7.87
110,25,-55,5.144,1.543,0.6,-1.543,15.637
110,25,-55,15.432,-0.514,-0.65,0.514,10.242
110,25,-55,20.576,-2.058,1.75,-2.058,17.132
110,25,-45,-20.576,0.514,1.75,0,4.215
110,25,-45,-15.432,-1.543,0.6,2.058,-2.665
110,25,-45,-10.288,1.029,-0.65,-0.514,6.197
110,25,-45,0,-0.514,1.75,1.543,6.843
110,25,-45,5.144,2.058,1.75,-1.029,14.937
110,25,-45,15.432,0,0.6,1.029,9.669
110,25,-45,20.576,-2.058,-0.65,-1.543,11.889
110,25,-35,-20.576,1.029,1.75,0.514,2.289
110,25,-35,-15.432,-1.029,1.75,-2.058,5.84
110,25,-35,-10.288,1.543,0.6,0,5.961
110,25,-35,0,-0.514,0.6,2.058,2.405
110,25,-35,10.288,-2.058,1.75,-0.514,7.564
110,25,-35,15.432,0.514,1.75,1.543,9.25
110,25,-35,20.576,-1.543,0.6,-1.029,11.541
110,25,-25,-20.576,1.029,0.6,1.029,-0.978
110,25,-25,-15.432,-0.514,1.75,-1.543,4.085
110,25,-25,-10.288,2.058,1.75,0.514,5.699
110,25,-25,0,0,0.6,-2.058,6.7
110,25,-25,10.288,-2.058,0.6,0,3.381
110,25,-25,15.432,0.514,-0.65,2.058,3.669
110,25,-25,20.576,-1.029,1.75,-0.514,11.151
110,25,-15,-20.576,1.543,1.75,1.543,-1.334
110,25,-15,-15.432,-0.514,0.6,-1.029,0.642
110,25,-15,-10.288,2.058,-0.65,1.029,0.47
110,25,-15,0,0.514,1.75,-1.543,6.584
110,25,-15,10.288,-1.543,1.75,0.514,3.169
110,25,-15,15.432,1.029,0.6,-2.058,11.785
110,25,-15,20.576,-1.029,-0.65,0,5.75
110,25,-5,-20.576,2.058,1.75,2.058,-3.049
110,25,-5,-15.432,0,1.75,-0.514,0.394
110,25,-5,-5.144,-2.058,0.6,1.543,-5.825
110,25,-5,0,0.514,-0.65,-1.029,1.172
110,25,-5,10.288,-1.029,1.75,1.029,1.595
110,25,-5,15.432,1.543,1.75,-1.543,11.467
110,25,-5,20.576,-0.514,0.6,0.514,5.551
110,30,-85,-20.576,-2.058,0.6,0.514,2.878
110,30,-85,-18.004,1.029,1.75,-2.058,14.141
110,30,-85,-10.288,-1.029,1.75,0,10.121
110,30,-85,-5.144,1.543,1.75,2.058,11.232
110,30,-85,5.144,-0.514,0.6,-0.514,12.241
110,30,-85,10.288,2.058,-0.65,1.543,12.731
110,30,-75,-20.576,-1.543,1.75,1.029,2.474
110,30,-75,-18.004,1.029,0.6,-1.543,11.982
110,30,-75,-10.288,-1.029,-0.65,0.514,8.784
110,30,-75,5.144,0,1.75,0,12.142
110,30,-75,15.432,-2.058,0.6,2.058,4.552
110,30,-75,18.004,0.514,-0.65,-0.514,16.534
110,30,-65,-20.576,-1.029,1.75,1.543,1.846
110,30,-65,-18.004,1.543,1.75,-1.029,11.535
110,30,-65,-10.288,-0.514,0.6,1.029,8.386
110,30,-65,5.144,0.514,1.75,0.514,11.682
110,30,-65,15.432,-1.543,1.75,-2.058,15.387
110,30,-65,18.004,1.029,0.6,0,15.964
110,30,-55,-20.576,-1.029,0.6,2.058,-0.784
110,30,-55,-18.004,2.058,1.75,-0.514,10.734
110,30,-55,-10.288,0,1.75,1.543,7.762
110,30,-55,0,-2.058,0.6,-1.029,9.789
110,30,-55,5.144,0.514,0.6,1.029,10.422
110,30,-55,15.432,-1.029,1.75,-1.543,14.501
110,30,-55,18.004,1.543,1.75,0.514,15.202
110,30,-45,-20.576,-0.514,0.6,-2.058,5.351
110,30,-45,-18.004,2.058,0.6,0,6.583
110,30,-45,-10.288,0,-0.65,2.058,2.614
110,30,-45,0,-1.543,1.75,-0.514,9.135
110,30,-45,5.144,1.029,1.75,1.543,9.737
110,30,-45,15.432,-1.029,0.6,-1.029,11.569
110,30,-45,18.004,1.543,-0.65,1.029,10.314
110,30,-35,-20.576,0,1.75,-1.543,4.726
110,30,-35,-15.432,-2.058,1.75,0.514,1.265
110,30,-35,-10.288,0.514,0.6,-2.058,9.219
110,30,-35,0,-1.543,-0.65,0,3.6
110,30,-35,5.144,1.543,1.75,2.058,7.807
110,30,-35,15.432,-0.514,1.75,-0.514,10.997
110,30,-35,18.004,2.058,0.6,1.543,9.876
110,30,-25,-20.576,0,-0.65,-1.029,-0.596
110,30,-25,-15.432,-1.543,1.75,1.029,-0.548
110,30,-25,-10.288,1.029,1.75,-1.543,8.808
110,30,-25,0,-1.029,0.6,0.514,3.419
110,30,-25,5.144,1.543,-0.65,-2.058,10.897
110,30,-25,15.432,0,1.75,0,9.02
110,30,-25,20.576,-2.058,1.75,2.058,1.16
110,30,-15,-20.576,0.514,0.6,-0.514,-0.995
110,30,-15,-15.432,-1.543,0.6,1.543,-5.206
110,30,-15,-10.288,1.543,1.75,-1.029,6.946
110,30,-15,0,-0.514,1.75,1.029,3.131
110,30,-15,5.144,2.058,0.6,-1.543,10.673
110,30,-15,15.432,0,0.6,0.514,5.528
110,30,-15,20.576,-1.543,1.75,-2.058,10.819
110,30,-5,-20.576,1.029,1.75,0,-1.506
110,30,-5,-15.432,-1.029,1.75,2.058,-5.71
110,30,-5,-10.288,1.543,0.6,-0.514,2.548
110,30,-5,0,-0.514,-0.65,1.543,-2.14
110,30,-5,10.288,-2.058,1.75,-1.029,3.706
110,30,-5,15.432,0.514,1.75,1.029,5.059
110,30,-5,20.576,-1.543,0.6,-1.543,7.232
110,35,-85,-18.004,0,1.75,0.514,8.281
110,35,-85,-10.288,-2.058,1.75,-2.058,11.871
110,35,-85,-5.144,0.514,0.6,0,12.328
110,35,-85,5.144,-1.543,0.6,2.058,5.471
110,35,-85,10.288,1.543,1.75,-0.514,17.142
110,35,-85,18.004,-0.514,1.75,1.543,13.686
110,35,-75,-18.004,0,0.6,1.029,7.239
110,35,-75,-10.288,-1.543,1.75,-1.543,11.529
110,35,-75,-5.144,1.029,1.75,0.514,12.226
110,35,-75,5.144,-1.029,0.6,-2.058,13.48
110,35,-75,10.288,1.543,0.6,0,14.859
110,35,-75,18.004,-0.514,-0.65,2.058,11.56
110,35,-65,-20.576,-2.058,1.75,-0.514,5.671
110,35,-65,-18.004,0.514,1.75,1.543,6.653
110,35,-65,-10.288,-1.543,0.6,-1.029,10.649
110,35,-65,-5.144,1.029,-0.65,1.029,11.2
110,35,-65,5.144,-0.514,1.75,-1.543,13.15
110,35,-65,10.288,2.058,1.75,0.514,14.499
110,35,-55,-20.576,-2.058,-0.65,0,2.024
110,35,-55,-18.004,1.029,1.75,2.058,5.747
110,35,-55,-10.288,-1.029,1.75,-0.514,10.014
110,35,-55,-5.144,1.543,0.6,1.543,10.316
110,35,-55,5.144,-0.514,-0.65,-1.029,9.913
110,35,-55,15.432,-2.058,1.75,1.029,8.591
110,35,-45,-20.576,-1.543,0.6,0.514,1.136
110,35,-45,-18.004,1.029,-0.65,-2.058,9.308
110,35,-45,-10.288,-0.514,1.75,0,8.67
110,35,-45,-5.144,2.058,1.75,2.058,9.494
110,35,-45,5.144,0,0.6,-0.514,9.249
110,35,-45,15.432,-2.058,0.6,1.543,3.964
110,35,-45,18.004,1.029,1.75,-1.029,18.398
110,35,-35,-18.004,1.543,0.6,-1.543,8.722
110,35,-35,-10.288,-0.514,0.6,0.514,4.786
110,35,-35,0,-2.058,1.75,-2.058,8.223
110,35,-35,5.144,0.514,1.75,0,8.651
110,35,-35,15.432,-1.543,1.75,2.058,3.265
110,35,-35,18.004,1.029,0.6,-0.514,12.333
110,35,-25,-20.576,-1.029,-0.65,1.543,-5.495
110,35,-25,-18.004,2.058,1.75,-1.029,8.027
110,35,-25,-10.288,0,1.75,1.029,4.179
110,35,-25,0,-2.058,0.6,-1.543,4.839
110,35,-25,5.144,0.514,-0.65,0.514,3.793
110,35,-25,15.432,-1.029,1.75,-2.058,10.684
110,35,-25,18.004,1.543,1.75,0,11.645
110,35,-15,-20.576,-0.514,0.6,2.058,-6.188
110,35,-15,-18.004,2.058,-0.65,-0.514,1.745
110,35,-15,-10.288,0.514,1.75,1.543,2.295
110,35,-15,0,-1.543,1.75,-1.029,4.356
110,35,-15,5.144,1.029,0.6,1.029,3.4
110,35,-15,15.432,-1.029,-0.65,-1.543,5.334
110,35,-15,18.004,2.058,1.75,0.514,9.548
110,35,-5,-20.576,0,1.75,-2.058,0.985
110,35,-5,-15.432,-2.058,0.6,0,-3.409
110,35,-5,-10.288,0.514,0.6,2.058,-1.461
110,35,-5,0,-1.029,1.75,-0.514,2.598
110,35,-5,5.144,1.543,1.75,1.543,2.882
110,35,-5,15.432,-0.514,0.6,-1.029,4.77
110,35,-5,18.004,2.058,0.6,1.029,5.401
110,38,-85,-18.004,-1.029,1.75,-1.543,9.852
110,38,-85,-15.432,1.543,1.75,0.514,10.508
110,38,-85,-5.144,-0.514,0.6,-2.058,14.023
110,38,-85,0,2.058,-0.65,0,14.887
110,38,-85,10.288,0.514,1.75,2.058,12.588
110,38,-85,18.004,-1.543,1.75,-0.514,17.709
110,38,-75,-18.004,-1.029,-0.65,-1.029,8.913
110,38,-75,-15.432,2.058,1.75,1.029,10.048
110,38,-75,-5.144,0,1.75,-1.543,13.972
110,38,-75,5.144,-2.058,0.6,0.514,9.225
110,38,-75,18.004,-1.029,1.75,0,16.702
110,38,-75,20.576,1.543,1.75,2.058,18.327
110,38,-65,-18.004,-0.514,0.6,-0.514,8.376
110,38,-65,-15.432,2.058,0.6,1.543,8.744
110,38,-65,-5.144,0.514,1.75,-1.029,13.438
110,38,-65,5.144,-1.543,1.75,1.029,8.83
110,38,-65,18.004,-1.029,0.6,0.514,14.546
110,38,-55,-18.004,0,1.75,0,7.557
110,38,-55,-5.144,0.514,0.6,-0.514,11.449
110,38,-55,5.144,-1.543,-0.65,1.543,4.588
110,38,-55,10.288,1.543,1.75,-1.029,18.024
110,38,-55,18.004,-0.514,1.75,1.029,13.83
110,38,-45,-18.004,0,-0.65,0.514,3.25
110,38,-45,-10.288,-1.543,1.75,-2.058,9.658
110,38,-45,-5.144,1.029,1.75,0,10.617
110,38,-45,5.144,-1.029,0.6,2.058,3.861
110,38,-45,10.288,1.543,-0.65,-0.514,11.231
110,38,-45,18.004,0,1.75,1.543,12.382
110,38,-35,-20.576,-2.058,1.75,-1.029,3.118
110,38,-35,-18.004,0.514,0.6,1.029,2.528
110,38,-35,-10.288,-1.543,-0.65,-1.543,4.641
110,38,-35,-5.144,1.543,1.75,0.514,8.537
110,38,-35,5.144,-0.514,1.75,-2.058,10.33
